order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivery_time_days,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,delivery_speed,discount_bucket,total_cost_ratio,order_value_segment,returned_flag,past_orders,past_returns,product_orders_cum,product_returns_cum,product_return_rate,days_since_last_order,last_return_date,days_since_last_return,returns_last3,category_return_rate,delivery_speed_bucket,discount_category,price_per_unit,customer_tenure_days,order_month,order_weekday
O106665,C16000,P242779,Sports,25.91,0.0,1,Credit Card,2024-03-24,5,West,No,25.91,4.75,3.02,56,Female,5,No Discount,0.17651430694908957,Low Value,0,0,0,1,0,0.0,9999.0,,9999.0,0.0,0.0493886358187485,Normal,No Discount_Sports,25.91,0,3,6
O127153,C10231,P237071,Beauty,5.48,0.0,1,Debit Card,2024-03-24,5,Central,No,5.48,2.19,0.28,24,Other,5,No Discount,0.3379629629629629,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.03777723616865708,Normal,No Discount_Beauty,5.48,0,3,6
O110105,C17311,P216544,Fashion,26.6,0.1,1,Debit Card,2024-03-24,6,South,No,23.94,4.35,4.03,52,Male,6,Low Discount,0.17441860465116277,Low Value,0,1,0,0,0,0.0,72.0,,9999.0,0.0,0.0828269907259354,Slow,Low Discount_Fashion,26.6,72,3,6
O118699,C13342,P243016,Grocery,32.91,0.2,1,Credit Card,2024-03-24,5,East,No,26.33,7.11,-5.0,63,Female,5,High Discount,0.2601536772777168,Low Value,0,3,0,0,0,0.0,5.0,,9999.0,0.0,0.013060620995564317,Normal,High Discount_Grocery,32.91,115,3,6
O127827,C15031,P202970,Toys,38.44,0.2,2,Credit Card,2024-03-24,5,Central,No,61.5,7.05,17.55,31,Male,5,High Discount,0.1128,Mid Value,0,1,0,0,0,0.0,97.0,,9999.0,0.0,0.04944666823640217,Normal,High Discount_Toys,19.22,97,3,6
O119387,C13324,P221707,Beauty,19.88,0.0,1,PayPal,2024-03-24,6,East,No,19.88,5.18,3.77,66,Female,6,No Discount,0.24808429118773948,Low Value,0,3,0,1,0,0.0,31.0,2024-02-22,31.0,1.0,0.03777723616865708,Slow,No Discount_Beauty,19.88,172,3,6
O109569,C14524,P222043,Electronics,203.5,0.0,1,Credit Card,2024-03-24,5,North,No,203.5,7.95,16.47,25,Male,5,No Discount,0.038875305623471884,High Value,0,3,1,0,0,0.0,57.0,2024-01-14,70.0,1.0,0.07297734627831715,Normal,No Discount_Electronics,203.5,133,3,6
O125097,C14078,P247951,Toys,10.02,0.0,1,Credit Card,2024-03-24,7,East,No,10.02,2.97,1.04,64,Female,7,No Discount,0.2695099818511797,Low Value,0,2,1,0,0,0.0,81.0,,9999.0,0.0,0.04944666823640217,Slow,No Discount_Toys,10.02,178,3,6
O112991,C15257,P218617,Grocery,19.18,0.0,1,PayPal,2024-03-24,6,West,No,19.18,3.69,-2.16,30,Other,6,No Discount,0.18285431119920714,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,1.0,0.013060620995564317,Slow,No Discount_Grocery,19.18,0,3,6
O123049,C15642,P225745,Electronics,171.34,0.2,1,Debit Card,2024-03-24,4,North,No,137.07,9.26,7.19,27,Male,4,High Discount,0.06706742956471355,Mid Value,0,0,0,0,0,0.0,9999.0,,9999.0,1.0,0.07297734627831715,Normal,High Discount_Electronics,171.34,0,3,6
O103709,C16374,P233779,Fashion,45.14,0.0,1,Debit Card,2024-03-24,3,North,No,45.14,5.32,10.48,65,Male,3,No Discount,0.1153012570437798,Low Value,0,1,0,0,0,0.0,153.0,,9999.0,0.0,0.0828269907259354,Fast,No Discount_Fashion,45.14,153,3,6
O114606,C14175,P240930,Home,209.92,0.0,1,Credit Card,2024-03-24,4,South,No,209.92,7.36,51.42,33,Male,4,No Discount,0.03489474682344017,High Value,0,0,0,1,0,0.0,9999.0,,9999.0,0.0,0.05649717514124294,Normal,No Discount_Home,209.92,0,3,6
O105573,C17225,P204590,Toys,72.4,0.0,1,PayPal,2024-03-24,4,North,No,72.4,6.09,22.87,39,Male,4,No Discount,0.0829700272479564,Mid Value,0,1,0,0,0,0.0,44.0,,9999.0,0.0,0.04944666823640217,Normal,No Discount_Toys,72.4,44,3,6
O114822,C12987,P233675,Toys,38.67,0.1,1,Debit Card,2024-03-24,4,North,No,34.8,5.87,8.05,33,Male,4,Low Discount,0.16396648044692738,Low Value,0,1,0,0,0,0.0,127.0,,9999.0,0.0,0.04944666823640217,Normal,Low Discount_Toys,38.67,127,3,6
O130218,C14664,P209215,Electronics,173.63,0.15,1,Credit Card,2024-03-24,5,South,No,147.59,6.95,10.76,28,Male,5,High Discount,0.04677299952890504,Mid Value,0,2,0,1,0,0.0,44.0,,9999.0,0.0,0.07297734627831715,Normal,High Discount_Electronics,173.63,121,3,6
O105810,C11567,P209689,Toys,27.01,0.1,1,Debit Card,2024-03-24,4,Central,No,24.31,4.3,5.42,60,Female,4,Low Discount,0.1698933227973133,Low Value,0,3,0,0,0,0.0,29.0,,9999.0,0.0,0.04944666823640217,Normal,Low Discount_Toys,27.01,140,3,6
O108556,C12169,P215362,Grocery,16.21,0.0,2,Debit Card,2024-03-24,5,South,No,32.42,3.92,-1.33,54,Female,5,No Discount,0.11729503291442249,Low Value,0,1,0,1,0,0.0,110.0,,9999.0,0.0,0.013060620995564317,Normal,No Discount_Grocery,8.105,110,3,6
O126948,C14066,P243484,Home,417.66,0.0,1,Credit Card,2024-03-24,4,North,Yes,417.66,8.58,108.36,54,Female,4,No Discount,0.02049395691014188,High Value,1,1,0,1,0,0.0,116.0,,9999.0,0.0,0.05649717514124294,Normal,No Discount_Home,417.66,116,3,6
O102983,C16894,P202427,Grocery,15.03,0.0,1,Credit Card,2024-03-24,7,East,No,15.03,2.27,-1.07,57,Female,7,No Discount,0.1416094822208359,Low Value,0,1,1,1,1,1.0,174.0,,9999.0,0.0,0.013060620995564317,Slow,No Discount_Grocery,15.03,174,3,6
O107182,C12951,P207293,Grocery,3.07,0.0,1,Debit Card,2024-03-24,3,Central,No,3.07,0.75,-0.5,36,Male,3,No Discount,0.18427518427518427,Low Value,0,2,0,1,0,0.0,90.0,,9999.0,0.0,0.013060620995564317,Fast,No Discount_Grocery,3.07,175,3,6
O131969,C14760,P244079,Home,63.24,0.05,2,Debit Card,2024-03-24,4,North,No,120.16,7.63,26.01,41,Male,4,Low Discount,0.06297457906899967,Mid Value,0,1,0,0,0,0.0,56.0,,9999.0,0.0,0.05649717514124294,Normal,Low Discount_Home,31.62,56,3,6
O101970,C13993,P207426,Electronics,321.15,0.15,1,COD,2024-03-24,4,Central,No,272.98,8.24,24.52,38,Female,4,High Discount,0.03007518796992481,High Value,0,1,0,1,0,0.0,127.0,,9999.0,0.0,0.07297734627831715,Normal,High Discount_Electronics,321.15,127,3,6
O131079,C12655,P212812,Electronics,228.52,0.0,1,Credit Card,2024-03-24,4,Central,No,228.52,8.18,19.24,48,Female,4,No Discount,0.03563959567793656,High Value,0,0,0,2,0,0.0,9999.0,,9999.0,0.0,0.07297734627831715,Normal,No Discount_Electronics,228.52,0,3,6
O116226,C10661,P248014,Fashion,63.28,0.0,3,Wallet,2024-03-24,5,East,No,189.84,7.66,58.78,25,Male,5,No Discount,0.040138335778662756,Mid Value,0,1,0,0,0,0.0,88.0,,9999.0,0.0,0.0828269907259354,Normal,No Discount_Fashion,21.093333333333334,88,3,6
O121861,C12493,P234971,Home,86.84,0.0,1,Credit Card,2024-03-24,4,North,No,86.84,6.06,18.26,18,Male,4,No Discount,0.06898907103825136,Mid Value,0,1,0,0,0,0.0,31.0,,9999.0,0.0,0.05649717514124294,Normal,No Discount_Home,86.84,31,3,6
O124562,C12088,P202720,Home,82.99,0.0,1,Credit Card,2024-03-24,5,East,No,82.99,6.72,16.52,62,Female,5,No Discount,0.08000952494344565,Mid Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.05649717514124294,Normal,No Discount_Home,82.99,0,3,6
O101552,C17151,P212806,Home,338.46,0.15,1,Debit Card,2024-03-24,5,West,No,287.69,8.66,71.89,35,Female,5,High Discount,0.029997575253732377,High Value,0,1,0,0,0,0.0,191.0,,9999.0,0.0,0.05649717514124294,Normal,High Discount_Home,338.46,191,3,6
O127225,C15985,P211178,Electronics,1096.44,0.1,1,Debit Card,2024-03-24,5,South,No,986.8,10.87,107.55,30,Female,5,Low Discount,0.011004251872848755,Very High,0,2,0,0,0,0.0,43.0,,9999.0,0.0,0.07297734627831715,Normal,Low Discount_Electronics,1096.44,185,3,6
O126844,C10396,P218809,Grocery,4.56,0.0,1,Debit Card,2024-03-24,5,West,No,4.56,2.45,-2.09,38,Female,5,No Discount,0.4406474820143885,Low Value,0,1,0,0,0,0.0,172.0,,9999.0,0.0,0.013060620995564317,Normal,No Discount_Grocery,4.56,172,3,6
O113248,C16782,P245799,Fashion,63.69,0.0,1,Debit Card,2024-03-24,7,South,Yes,63.69,7.86,14.43,54,Female,7,No Discount,0.12150255062606277,Mid Value,1,2,0,0,0,0.0,24.0,,9999.0,0.0,0.0828269907259354,Slow,No Discount_Fashion,63.69,37,3,6
O113520,C10093,P204545,Beauty,7.17,0.0,1,COD,2024-03-24,5,Central,No,7.17,4.51,-1.28,40,Female,5,No Discount,0.5520195838433293,Low Value,0,1,1,0,1,0.0,132.0,,9999.0,0.0,0.03777723616865708,Normal,No Discount_Beauty,7.17,132,3,6
O116932,C14617,P226444,Beauty,29.3,0.0,1,UPI,2024-03-24,4,South,No,29.3,5.35,7.84,66,Female,4,No Discount,0.17656765676567654,Low Value,0,2,0,0,0,0.0,25.0,,9999.0,0.0,0.03777723616865708,Normal,No Discount_Beauty,29.3,102,3,6
O129911,C10133,P201163,Sports,40.61,0.3,4,UPI,2024-03-24,7,East,No,113.71,6.75,27.36,47,Female,7,High Discount,0.058844041495946305,Mid Value,0,3,0,0,0,0.0,42.0,2023-09-22,184.0,1.0,0.0493886358187485,Slow,High Discount_Sports,10.1525,184,3,6
O122847,C17831,P202050,Electronics,1476.46,0.0,1,Debit Card,2024-03-24,5,South,No,1476.46,11.28,165.9,31,Male,5,No Discount,0.007634724459545435,Very High,0,0,1,0,0,0.0,9999.0,,9999.0,0.0,0.07297734627831715,Normal,No Discount_Electronics,1476.46,0,3,6
O129728,C13859,P240100,Toys,20.92,0.0,1,PayPal,2024-03-24,5,South,Yes,20.92,4.31,4.06,46,Male,5,No Discount,0.19662408759124084,Low Value,1,1,0,0,0,0.0,168.0,,9999.0,0.0,0.04944666823640217,Normal,No Discount_Toys,20.92,168,3,6
O113787,C16577,P224691,Fashion,52.62,0.0,2,PayPal,2024-03-24,3,North,No,105.24,7.38,29.45,49,Male,3,No Discount,0.06946536144578314,Mid Value,0,3,1,0,1,0.0,75.0,,9999.0,0.0,0.0828269907259354,Fast,No Discount_Fashion,26.31,131,3,6
O130638,C10744,P249887,Beauty,16.55,0.1,1,PayPal,2024-03-24,3,North,No,14.9,4.18,2.53,20,Female,3,Low Discount,0.2628930817610063,Low Value,0,1,0,1,0,0.0,21.0,,9999.0,0.0,0.03777723616865708,Fast,Low Discount_Beauty,16.55,21,3,6
O109822,C10363,P208312,Grocery,17.19,0.0,1,UPI,2024-03-24,8,East,No,17.19,3.18,-1.8,23,Female,8,No Discount,0.1748213304013194,Low Value,0,2,0,0,0,0.0,56.0,,9999.0,0.0,0.013060620995564317,Very Slow,No Discount_Grocery,17.19,96,3,6
O127121,C13149,P230786,Electronics,389.02,0.05,4,PayPal,2024-03-24,8,East,Yes,1478.28,9.4,167.99,51,Male,8,Low Discount,0.006354442701854957,Very High,1,0,0,0,0,0.0,9999.0,,9999.0,1.0,0.07297734627831715,Very Slow,Low Discount_Electronics,97.255,0,3,6
O125618,C11846,P207498,Grocery,13.95,0.0,1,Wallet,2024-03-24,4,North,No,13.95,4.72,-3.6,68,Female,4,No Discount,0.3157190635451505,Low Value,0,0,1,0,1,0.0,9999.0,,9999.0,1.0,0.013060620995564317,Normal,No Discount_Grocery,13.95,0,3,6
O118517,C11088,P242925,Home,11.96,0.0,1,Debit Card,2024-03-24,5,West,No,11.96,2.71,0.64,68,Female,5,No Discount,0.20910493827160492,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.05649717514124294,Normal,No Discount_Home,11.96,0,3,6
O116742,C16340,P249874,Fashion,64.31,0.0,1,Debit Card,2024-03-25,5,West,No,64.31,7.71,14.8,69,Male,5,No Discount,0.11805236564079008,Mid Value,0,1,0,0,0,0.0,113.0,,9999.0,0.0,0.0828269907259354,Normal,No Discount_Fashion,64.31,113,3,0
O128849,C14807,P203577,Sports,33.5,0.0,1,Credit Card,2024-03-25,6,East,No,33.5,6.21,3.84,24,Female,6,No Discount,0.18,Low Value,0,1,0,0,0,0.0,135.0,,9999.0,0.0,0.0493886358187485,Slow,No Discount_Sports,33.5,135,3,0
O108666,C14683,P244335,Sports,144.59,0.0,3,Debit Card,2024-03-25,6,North,No,433.77,9.12,121.01,68,Male,6,No Discount,0.020976608321641325,High Value,0,3,0,0,0,0.0,36.0,,9999.0,0.0,0.0493886358187485,Slow,No Discount_Sports,48.196666666666665,147,3,0
O101344,C11810,P222625,Electronics,247.25,0.1,1,Debit Card,2024-03-25,4,Central,No,222.52,8.25,18.45,59,Female,4,Low Discount,0.036909448818897635,High Value,0,3,0,0,0,0.0,72.0,,9999.0,0.0,0.07297734627831715,Normal,Low Discount_Electronics,247.25,162,3,0
O131365,C15835,P249284,Fashion,56.85,0.05,1,UPI,2024-03-25,4,West,Yes,54.01,6.15,12.75,69,Male,4,Low Discount,0.11179785493546629,Mid Value,1,2,0,0,0,0.0,101.0,,9999.0,0.0,0.0828269907259354,Normal,Low Discount_Fashion,56.85,167,3,0
O111730,C12784,P241783,Electronics,404.2,0.1,5,UPI,2024-03-25,5,West,No,1818.9,9.06,209.21,66,Female,5,Low Discount,0.004978295510742348,Very High,0,2,1,0,1,0.0,35.0,2023-11-11,135.0,1.0,0.07297734627831715,Normal,Low Discount_Electronics,80.84,135,3,0
O119242,C13057,P202634,Home,73.64,0.1,3,Debit Card,2024-03-25,6,East,No,198.83,10.18,45.49,37,Female,6,Low Discount,0.05094330180653555,Mid Value,0,0,1,0,0,0.0,9999.0,,9999.0,0.0,0.05649717514124294,Slow,Low Discount_Home,24.546666666666667,0,3,0
O129930,C10193,P219054,Home,134.16,0.0,1,Debit Card,2024-03-25,3,North,No,134.16,7.67,29.89,46,Female,3,No Discount,0.05674755844924534,Mid Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.05649717514124294,Fast,No Discount_Home,134.16,0,3,0
O101845,C10645,P209145,Electronics,702.25,0.0,3,Credit Card,2024-03-25,4,North,No,2106.75,12.39,240.42,54,Male,4,No Discount,0.005878306250741312,Very High,0,1,0,0,0,0.0,28.0,,9999.0,0.0,0.07297734627831715,Normal,No Discount_Electronics,234.08333333333334,28,3,0
O111979,C10938,P222690,Sports,37.0,0.0,1,Wallet,2024-03-25,4,Central,No,37.0,4.5,6.6,41,Female,4,No Discount,0.11842105263157894,Low Value,0,3,0,0,0,0.0,11.0,2024-02-15,39.0,1.0,0.0493886358187485,Normal,No Discount_Sports,37.0,81,3,0
O103924,C12014,P241843,Toys,93.65,0.1,3,Debit Card,2024-03-25,7,West,No,252.86,7.67,93.47,21,Male,7,Low Discount,0.030213503505869373,High Value,0,2,1,0,0,0.0,141.0,,9999.0,0.0,0.04944666823640217,Slow,Low Discount_Toys,31.21666666666667,162,3,0
O125881,C12869,P241199,Beauty,40.45,0.05,2,Credit Card,2024-03-25,7,East,No,76.86,7.49,27.1,64,Male,7,Low Discount,0.09619830464937067,Mid Value,0,3,0,0,0,0.0,75.0,,9999.0,0.0,0.03777723616865708,Slow,Low Discount_Beauty,20.225,97,3,0
O114353,C11845,P213138,Electronics,982.87,0.05,1,Credit Card,2024-03-25,5,East,No,933.73,12.26,99.79,31,Female,5,Low Discount,0.01311608699838456,Very High,0,2,0,0,0,0.0,51.0,,9999.0,0.0,0.07297734627831715,Normal,Low Discount_Electronics,982.87,170,3,0
O100694,C11687,P219121,Fashion,45.43,0.0,1,UPI,2024-03-25,5,North,No,45.43,5.67,10.23,47,Male,5,No Discount,0.12211931940555674,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,1.0,0.0828269907259354,Normal,No Discount_Fashion,45.43,0,3,0
O118070,C17804,P239001,Electronics,428.8,0.0,1,COD,2024-03-25,3,Central,No,428.8,9.79,41.67,28,Female,3,No Discount,0.0227780362959516,High Value,0,5,0,0,0,0.0,61.0,,9999.0,0.0,0.07297734627831715,Fast,No Discount_Electronics,428.8,163,3,0
O128982,C10831,P206085,Home,40.79,0.0,1,COD,2024-03-25,3,North,No,40.79,7.08,4.34,62,Male,3,No Discount,0.16941852117731515,Low Value,0,1,0,0,0,0.0,74.0,,9999.0,0.0,0.05649717514124294,Fast,No Discount_Home,40.79,74,3,0
O130139,C15581,P209785,Grocery,2.58,0.0,1,Credit Card,2024-03-25,4,North,No,2.58,0.89,-0.68,57,Male,4,No Discount,0.24860335195530725,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.013060620995564317,Normal,No Discount_Grocery,2.58,0,3,0
O110401,C15649,P204620,Beauty,19.86,0.3,2,Debit Card,2024-03-25,4,South,No,27.8,5.6,6.91,64,Male,4,High Discount,0.19444444444444442,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,1.0,0.03777723616865708,Normal,High Discount_Beauty,9.93,0,3,0
O116195,C13979,P206740,Sports,14.31,0.0,1,Credit Card,2024-03-25,3,North,No,14.31,3.98,0.31,18,Male,3,No Discount,0.2599608099281515,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.0493886358187485,Fast,No Discount_Sports,14.31,0,3,0
O106600,C14933,P226067,Sports,117.63,0.0,5,Wallet,2024-03-25,4,South,No,588.15,9.16,167.28,21,Female,4,No Discount,0.015547823135025037,Very High,0,2,0,0,0,0.0,22.0,,9999.0,0.0,0.0493886358187485,Normal,No Discount_Sports,23.526,42,3,0
O106046,C17967,P220272,Toys,21.57,0.0,1,Debit Card,2024-03-25,3,Central,No,21.57,6.33,2.3,69,Female,3,No Discount,0.28046078865750995,Low Value,0,2,0,0,0,0.0,103.0,,9999.0,0.0,0.04944666823640217,Fast,No Discount_Toys,21.57,120,3,0
O100768,C13766,P205760,Toys,8.75,0.0,1,Credit Card,2024-03-25,4,North,No,8.75,3.75,-0.25,38,Other,4,No Discount,0.38461538461538464,Low Value,0,1,0,1,0,0.0,158.0,,9999.0,0.0,0.04944666823640217,Normal,No Discount_Toys,8.75,158,3,0
O131554,C13052,P220794,Grocery,4.41,0.05,1,Credit Card,2024-03-25,4,Central,No,4.19,1.16,-0.82,44,Female,4,Low Discount,0.2235067437379576,Low Value,0,2,0,0,0,0.0,154.0,,9999.0,0.0,0.013060620995564317,Normal,Low Discount_Grocery,4.41,178,3,0
O122035,C16662,P225101,Beauty,4.35,0.05,1,Credit Card,2024-03-25,6,South,No,4.13,1.93,-0.07,19,Female,6,Low Discount,0.3762183235867446,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,1.0,0.03777723616865708,Slow,Low Discount_Beauty,4.35,0,3,0
O128644,C13251,P226176,Sports,330.52,0.0,1,Credit Card,2024-03-25,6,East,Yes,330.52,11.1,88.06,34,Female,6,No Discount,0.033482142857142856,High Value,1,1,0,0,0,0.0,46.0,,9999.0,0.0,0.0493886358187485,Slow,No Discount_Sports,330.52,46,3,0
O110481,C11992,P249887,Grocery,14.47,0.0,1,COD,2024-03-25,3,Central,No,14.47,4.03,-2.87,24,Female,3,No Discount,0.2605042016806723,Low Value,0,0,1,2,1,0.5,9999.0,,9999.0,1.0,0.013060620995564317,Fast,No Discount_Grocery,14.47,0,3,0
O111097,C13549,P236675,Beauty,3.9,0.0,1,UPI,2024-03-25,6,East,No,3.9,1.03,0.72,68,Male,6,No Discount,0.21020408163265306,Low Value,0,1,0,1,0,0.0,193.0,,9999.0,0.0,0.03777723616865708,Slow,No Discount_Beauty,3.9,193,3,0
O129678,C14948,P201605,Home,96.43,0.15,1,Debit Card,2024-03-25,5,South,No,81.97,6.22,16.73,44,Male,5,High Discount,0.07496685548993612,Mid Value,0,2,0,0,0,0.0,45.0,,9999.0,0.0,0.05649717514124294,Normal,High Discount_Home,96.43,134,3,0
O111047,C13460,P228647,Sports,430.87,0.0,1,Credit Card,2024-03-25,4,South,No,430.87,8.08,121.18,44,Female,4,No Discount,0.018709333827309143,High Value,0,2,0,2,0,0.0,17.0,,9999.0,0.0,0.0493886358187485,Normal,No Discount_Sports,430.87,175,3,0
O102412,C11607,P224086,Fashion,77.23,0.0,1,UPI,2024-03-25,3,Central,No,77.23,7.05,19.98,28,Female,3,No Discount,0.09011888022497762,Mid Value,0,4,0,0,1,0.0,56.0,,9999.0,0.0,0.0828269907259354,Fast,No Discount_Fashion,77.23,180,3,0
O106059,C11364,P225212,Grocery,69.8,0.05,1,Debit Card,2024-03-25,4,Central,No,66.31,5.68,-0.38,36,Female,4,Low Discount,0.08438567820531867,Mid Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.013060620995564317,Normal,Low Discount_Grocery,69.8,0,3,0
O109089,C10615,P231404,Home,61.81,0.05,1,PayPal,2024-03-25,3,Central,No,58.72,8.19,8.25,19,Male,3,Low Discount,0.13713998660415272,Mid Value,0,3,0,0,0,0.0,40.0,,9999.0,0.0,0.05649717514124294,Fast,Low Discount_Home,61.81,180,3,0
O132472,C11984,P210130,Fashion,40.7,0.0,1,Debit Card,2024-03-25,4,West,No,40.7,5.85,8.4,23,Female,4,No Discount,0.14028776978417265,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.0828269907259354,Normal,No Discount_Fashion,40.7,0,3,0
O102509,C11949,P233336,Sports,106.58,0.0,1,Debit Card,2024-03-25,5,North,No,106.58,7.35,24.62,64,Female,5,No Discount,0.06832124930284439,Mid Value,0,1,0,0,0,0.0,92.0,,9999.0,0.0,0.0493886358187485,Normal,No Discount_Sports,106.58,92,3,0
O107520,C16928,P210461,Toys,7.2,0.15,1,Credit Card,2024-03-25,4,West,No,6.12,4.03,-1.58,47,Female,4,High Discount,0.5660112359550562,Low Value,0,0,0,1,0,0.0,9999.0,,9999.0,0.0,0.04944666823640217,Normal,High Discount_Toys,7.2,0,3,0
O103417,C16793,P208203,Beauty,34.47,0.0,1,Credit Card,2024-03-25,4,Central,No,34.47,6.51,9.0,43,Female,4,No Discount,0.1835353820129687,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.03777723616865708,Normal,No Discount_Beauty,34.47,0,3,0
O123831,C10556,P232232,Home,62.8,0.1,3,Credit Card,2024-03-25,4,South,No,169.56,8.81,38.67,46,Male,4,Low Discount,0.05165337711069418,Mid Value,0,1,0,0,0,0.0,113.0,,9999.0,0.0,0.05649717514124294,Normal,Low Discount_Home,20.933333333333334,113,3,0
O120770,C17691,P219546,Home,371.74,0.0,1,Debit Card,2024-03-25,6,South,No,371.74,8.31,95.78,68,Female,6,No Discount,0.022294360680367012,High Value,0,6,0,1,0,0.0,11.0,,9999.0,0.0,0.05649717514124294,Slow,No Discount_Home,371.74,176,3,0
O130852,C16037,P218688,Electronics,936.45,0.1,1,UPI,2024-03-25,6,North,No,842.8,10.84,90.3,29,Female,6,Low Discount,0.012846646124674094,Very High,0,1,0,0,0,0.0,61.0,2024-01-24,61.0,1.0,0.07297734627831715,Slow,Low Discount_Electronics,936.45,61,3,0
O120190,C16017,P225981,Fashion,29.48,0.0,4,Credit Card,2024-03-25,6,East,No,117.92,6.51,34.76,56,Male,6,No Discount,0.054742684157416746,Mid Value,0,1,1,0,0,0.0,172.0,,9999.0,0.0,0.0828269907259354,Slow,No Discount_Fashion,7.37,172,3,0
O123897,C11368,P208575,Grocery,34.35,0.1,1,COD,2024-03-25,4,South,No,30.92,6.46,-3.99,58,Female,4,Low Discount,0.20238095238095236,Low Value,0,1,0,0,0,0.0,5.0,,9999.0,0.0,0.013060620995564317,Normal,Low Discount_Grocery,34.35,5,3,0
O111783,C16614,P216457,Toys,19.82,0.05,1,Debit Card,2024-03-25,4,North,No,18.83,6.5,1.03,46,Male,4,Low Discount,0.3277861825516894,Low Value,0,4,0,0,0,0.0,83.0,,9999.0,0.0,0.04944666823640217,Normal,Low Discount_Toys,19.82,187,3,0
O119202,C13008,P213382,Grocery,21.16,0.1,1,Wallet,2024-03-25,7,East,Yes,19.04,4.14,-2.62,53,Female,7,Low Discount,0.20658682634730538,Low Value,1,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.013060620995564317,Slow,Low Discount_Grocery,21.16,0,3,0
O110178,C13681,P243611,Electronics,415.27,0.0,1,UPI,2024-03-26,6,South,No,415.27,10.06,39.77,44,Male,6,No Discount,0.024167006990655104,High Value,0,2,1,0,1,0.0,36.0,,9999.0,0.0,0.07297734627831715,Slow,No Discount_Electronics,415.27,51,3,1
O125908,C12699,P240657,Sports,58.43,0.0,1,Credit Card,2024-03-26,7,South,No,58.43,8.17,9.36,53,Female,7,No Discount,0.13747265690728588,Mid Value,0,1,0,1,0,0.0,133.0,,9999.0,0.0,0.0493886358187485,Slow,No Discount_Sports,58.43,133,3,1
O105255,C13851,P208025,Electronics,197.18,0.2,2,Debit Card,2024-03-26,4,Central,No,315.49,7.02,30.84,32,Male,4,High Discount,0.02218079560175677,High Value,0,1,0,0,0,0.0,14.0,2024-03-12,14.0,1.0,0.07297734627831715,Normal,High Discount_Electronics,98.59,14,3,1
O105260,C14266,P207604,Sports,284.21,0.0,4,Credit Card,2024-03-26,4,South,No,1136.84,9.81,331.24,54,Female,4,No Discount,0.008621598818814597,Very High,0,0,1,0,0,0.0,9999.0,,9999.0,0.0,0.0493886358187485,Normal,No Discount_Sports,71.0525,0,3,1
O122528,C12731,P208763,Grocery,17.88,0.0,1,Credit Card,2024-03-26,5,North,No,17.88,5.74,-4.31,22,Female,5,No Discount,0.3040254237288136,Low Value,0,1,0,0,0,0.0,4.0,,9999.0,0.0,0.013060620995564317,Normal,No Discount_Grocery,17.88,4,3,1
O102366,C11098,P236881,Electronics,125.48,0.2,1,UPI,2024-03-26,6,South,No,100.38,5.61,6.44,52,Male,6,High Discount,0.05533635825606629,Mid Value,0,4,0,0,0,0.0,21.0,2023-11-04,143.0,1.0,0.07297734627831715,Slow,High Discount_Electronics,125.48,172,3,1
O104592,C14305,P246032,Fashion,92.98,0.0,1,Debit Card,2024-03-26,5,East,No,92.98,6.68,25.86,65,Female,5,No Discount,0.07107895296871675,Mid Value,0,2,1,0,0,0.0,160.0,2023-10-15,163.0,1.0,0.0828269907259354,Normal,No Discount_Fashion,92.98,163,3,1
O125464,C10842,P247531,Toys,18.26,0.0,1,Debit Card,2024-03-26,4,North,No,18.26,4.6,2.7,38,Male,4,No Discount,0.23883696780893038,Low Value,0,1,1,0,0,0.0,89.0,,9999.0,0.0,0.04944666823640217,Normal,No Discount_Toys,18.26,89,3,1
O123863,C15692,P200346,Electronics,210.81,0.0,1,Wallet,2024-03-26,6,East,No,210.81,7.52,17.78,45,Female,6,No Discount,0.03550351730324347,High Value,0,2,0,0,0,0.0,83.0,,9999.0,0.0,0.07297734627831715,Slow,No Discount_Electronics,210.81,138,3,1
O130438,C12560,P224281,Grocery,3.4,0.0,3,PayPal,2024-03-26,5,East,No,10.2,3.09,-2.27,41,Female,5,No Discount,0.27589285714285716,Low Value,0,0,0,0,0,0.0,9999.0,,9999.0,0.0,0.013060620995564317,Normal,No Discount_Grocery,1.1333333333333333,0,3,1
